0.270367,0.141303,0.10101,0.0800292,0.0736713,0.0646909,0.0596841,\
0.0580152,0.0606378,0.167052,0.177383,0.257651,0.291745,0.274261,\
0.566006,1.60034,0.606378,1.38632,0.295321,0.256062,0.308355,\
1.532,0.310739,0.252008,0.240008,0.259399,0.28038,1.96664,\
0.277678,0.282367,0.265042,0.278711,0.550985,1.62029,0.304302,\
0.300964,0.342369,0.303348,2.2397,0.41906,0.429233,0.415325,\
0.422239,1.7496,0.473658,1.46898,0.377337,0.506639,1.88692,\
0.473658,1.31734,0.698964,3.31394,0.582695,1.6377,1.06899,\
1.51626,0.586987,2.88264,2.12502,0.62561,0.637611,1.45928,\
0.645002,1.72838,3.77957,1.99302,0.685692,1.05325,5.73532,\
1.10006,0.799656,4.59353,0.872691,0.902653,0.924667,0.941356,\
0.931978,0.89407,5.05169,0.864029,0.991344,1.01995,1.04364,\
4.47702,0.973066,0.99961,5.82027,1.03362,1.51865,1.18391,\
5.42863,1.05437,1.02226,1.09069,1.04698,6.05202,1.16269,\
1.05667,1.00565,0.96337,4.87669,1.05437,1.16332,1.07869,\
2.4116,6.44199,1.15037,1.13599,1.1797,7.20032,1.70231,\
1.25957,1.25631,4.94234,1.26004,1.28436,2.85395,1.28134,\
6.11035,1.35167,1.40405,1.42638,4.07235,2.1987,1.60702,\
2.33507,2.014,1.64795,1.67998,1.64469,1.62705,2.49203,\
1.67871,2.19838,2.15467,2.20799,1.89567,1.93302,1.80364,\
1.86102,1.85061,1.83932,2.55028,1.95336,2.75334,2.17271,\
2.21467,2.15395,2.17835,2.78139,2.21197,2.22969,2.22834,\
2.27491,2.15228,2.19003,2.94995,2.5514,2.07059,2.02664,\
2.3013,2.27531,2.33603,3.08633,2.77098,2.52565,2.55394,\
2.54862,10.255,5.13975,3.42401,6.30871,3.06002,7.78031,\
2.67736,3.865,2.50498,2.44101,2.68968,2.49672,2.45372,\
2.50602,2.55998,2.51071,2.5324,2.95703,2.53399,2.54695,\
2.48035,2.56403,2.74436,2.58501,4.62739,2.77567,15.6637,\
2.76661,3.21674,3.77496,6.32199,15.553,3.05374,3.08228,\
3.18503,4.4384,7.65268,3.53297,36.7307,39.4887,40.3947,\
14.2704,6.58933,26.0873,35.6774,14.8873,22.445,13.5003,\
4.01807,3.7543,6.3297,16.1227,4.26205,4.35297,10.071,\
3.89393,13.3766,4.04199,4.9123,8.59865,3.877,3.94193,\
3.57302,3.7094,3.90768,3.67435,3.72569,3.76002,3.84172,\
3.73864,4.11503,3.90196,4.2793,4.3664,3.98,4.02935,\
3.94336,4.10136,3.99971,4.16271,4.36131,6.87202,4.92271,\
4.78665,38.4423,18.9113,31.7237,8.14772,24.5763,7.01737,\
6.25197,7.93465,36.1634,31.4906,29.8897,5.68167,11.192,\
5.49666,40.509,12.8316,16.4154,6.13801,8.32001,5.26929,\
5.07498,5.03604,5.07696,5.12536,5.07665,5.32293,5.40702,\
5.3707,5.41107,6.555,6.75893,6.80304,6.01633,6.05337,\
5.63534,6.205,5.67595,5.68366,5.88528,66.2107,88.0983,\
16.9043,42.504,49.7907,6.0424,22.301,5.78173,14.4393,\
15.6213,21.9574,13.0053,20.1553,6.43333,6.43229,22.6136,\
6.6824,6.46194,23.9178,8.80766,6.46631,7.28194,7.07698,\
